case,strategy,source_count,detected_channels,cleared_channels,total_virtual_time_s,measure_actions,clear_actions,all_cleared,search_sites,search_end_time_s,movement_time_s,search_movement_time_s,post_search_movement_time_s,detection_time_s,switching_time_s,clearing_time_s,failed_clear_actions,origin_discoveries,selected_route,pruned_observations,coobservations,pruned_truth_hits,pruned_samples,delayed_decision,probe_new,connection_m,b_order_m,wall_time_s
23,B,16,16,16,9704.975,477,16,1,27,6330.054736904375,6779.9753707586015,3964.0547369043766,2815.920633854223,2385.0,460.0,80.0,0,,,,,,,,,,,0.5340165999950841
24,Cplus3F,16,16,16,10097.626,472,16,1,27,5756.17671023081,7197.625863362208,3799.1767102308118,3398.4491531313975,2360.0,460.0,80.0,0,0,B,0,0,,,,,,,0.5556261999881826
24,Cplus3FB,16,16,16,9428.626,365,16,1,27,5606.1767102308095,7197.625863362208,3799.1767102308118,3398.4491531313975,1825.0,326.0,80.0,0,0,B,107,41,0,"[{'channel': 16, 'point': [1808.9, -762.5], 'min_dist_m': 1963.2, 'truth_success': False}, {'channel': 16, 'point': [1131.7, -392.2], 'min_dist_m': 1565.9, 'truth_success': False}, {'channel': 16, 'point': [524.4, -393.3], 'min_dist_m': 1768.6, 'truth_success': False}]",,,,,0.5235922999854665
24,B,16,16,16,10097.626,472,16,1,27,5756.17671023081,7197.625863362208,3799.1767102308118,3398.4491531313975,2360.0,460.0,80.0,0,,,,,,,,,,,0.462158799986355
25,Cplus3F,16,16,16,8513.037,401,16,1,27,6235.600492026413,6035.036641503289,4038.6004920264145,1996.436149476872,2005.0,393.0,80.0,0,0,B,0,0,,,,,,,0.2518691999721341
25,Cplus3FB,16,16,16,8349.037,373,16,1,27,6193.600492026413,6035.036641503289,4038.6004920264145,1996.436149476872,1865.0,369.0,80.0,0,0,B,28,30,0,"[{'channel': 6, 'point': [-1145.9, -1593.9], 'min_dist_m': 1849.5, 'truth_success': False}, {'channel': 6, 'point': [-1724.0, -938.8], 'min_dist_m': 2340.5, 'truth_success': False}, {'channel': 6, 'point': [-905.5, -783.9], 'min_dist_m': 1539.8, 'truth_success': False}]",,,,,0.23000449998653494
25,B,16,16,16,8513.037,401,16,1,27,6235.600492026413,6035.036641503289,4038.6004920264145,1996.436149476872,2005.0,393.0,80.0,0,,,,,,,,,,,0.2651002000202425
26,Cplus3F,16,16,16,9328.858,485,16,1,27,6026.01907084465,6344.858393976802,3760.0190708446517,2584.8393231321497,2425.0,479.0,80.0,0,0,B,0,0,,,,,,,0.3735591000004206
26,Cplus3FB,16,16,16,8710.858,382,16,1,27,5606.019070844651,6344.858393976802,3760.0190708446517,2584.8393231321497,1910.0,376.0,80.0,0,0,B,103,91,0,"[{'channel': 14, 'point': [1119.0, 427.0], 'min_dist_m': 1565.2, 'truth_success': False}, {'channel': 14, 'point': [1724.0, 938.8], 'min_dist_m': 1961.8, 'truth_success': False}, {'channel': 10, 'point': [1960.6, 97.8], 'min_dist_m': 1953.4, 'truth_success': False}]",,,,,0.5100611000088975
26,B,16,16,16,9328.858,485,16,1,27,6026.01907084465,6344.858393976802,3760.0190708446517,2584.8393231321497,2425.0,479.0,80.0,0,,,,,,,,,,,0.46077119998517446
27,Cplus3F,16,16,16,10168.584,535,16,1,27,6363.619552307514,6890.5839128444795,3954.6195523075166,2935.964360536965,2675.0,523.0,80.0,0,0,B,0,0,,,,,,,0.8882050999964122
27,Cplus3FB,16,16,16,9408.584,412,16,1,27,6045.619552307514,6890.5839128444795,3954.6195523075166,2935.964360536965,2060.0,378.0,80.0,0,0,B,123,60,0,"[{'channel': 2, 'point': [1133.4, 1589.7], 'min_dist_m': 1610.2, 'truth_success': False}, {'channel': 6, 'point': [1119.0, 427.0], 'min_dist_m': 1565.2, 'truth_success': False}, {'channel': 2, 'point': [1724.0, 938.8], 'min_dist_m': 2142.1, 'truth_success': False}]",,,,,0.6737339999817777
27,B,16,16,16,10168.584,535,16,1,27,6363.619552307514,6890.5839128444795,3954.6195523075166,2935.964360536965,2675.0,523.0,80.0,0,,,,,,,,,,,0.783920499990927
28,Cplus3F,16,16,16,9051.396,473,16,1,27,6087.130332811686,6143.396107862324,3780.1303328116874,2363.265775050635,2365.0,463.0,80.0,0,0,B,0,0,,,,,,,0.48028920000069775
28,Cplus3FB,16,16,16,8747.396,423,16,1,27,5949.130332811686,6143.396107862324,3780.1303328116874,2363.265775050635,2115.0,409.0,80.0,0,0,B,50,66,0,"[{'channel': 8, 'point': [1119.0, 427.0], 'min_dist_m': 1565.2, 'truth_success': False}, {'channel': 8, 'point': [1724.0, 938.8], 'min_dist_m': 1961.8, 'truth_success': False}, {'channel': 8, 'point': [1960.6, 97.8], 'min_dist_m': 2459.6, 'truth_success': False}]",,,,,0.6460003000102006
28,B,16,16,16,9051.396,473,16,1,27,6087.130332811686,6143.396107862324,3780.1303328116874,2363.265775050635,2365.0,463.0,80.0,0,,,,,,,,,,,0.5576591999852099
29,Cplus3F,16,16,16,8591.111,429,16,1,27,5934.653289583,5951.111331407883,3694.653289583001,2256.4580418248825,2145.0,415.0,80.0,0,0,B,0,0,,,,,,,0.4274063000048045
29,Cplus3FB,16,16,16,8389.111,397,16,1,27,5892.653289583,5951.111331407883,3694.653289583001,2256.4580418248825,1985.0,373.0,80.0,0,0,B,32,34,0,"[{'channel': 4, 'point': [-340.9, -1933.2], 'min_dist_m': 1790.2, 'truth_success': False}, {'channel': 4, 'point': [-1145.9, -1593.9], 'min_dist_m': 2480.2, 'truth_success': False}, {'channel': 4, 'point': [-1724.0, -938.8], 'min_dist_m': 3042.0, 'truth_success': False}]",,,,,0.4459723999898415
