case,strategy,source_count,detected_channels,cleared_channels,total_virtual_time_s,measure_actions,clear_actions,all_cleared,search_sites,search_end_time_s,movement_time_s,search_movement_time_s,post_search_movement_time_s,detection_time_s,switching_time_s,clearing_time_s,failed_clear_actions,origin_discoveries,selected_route,pruned_observations,coobservations,delayed_decision,probe_new,wall_time_s
6,DG_k3_t0,16,16,16,9881.009,507,16,1,29,5592.083517308597,6779.008973454867,3291.083517308595,3487.925456146275,2535.0,487.0,80.0,0,0,C,272,132,C,2,0.5498586000176147
6,C3FDirect,16,16,16,9881.009,507,16,1,29,5592.083517308597,6779.008973454867,3291.083517308595,3487.925456146275,2535.0,487.0,80.0,0,0,C,272,132,,,0.5596082000120077
6,B,16,16,16,8319.236,392,16,1,27,4896.017851415041,5899.236348068822,3075.017851415042,2824.2184966537807,1960.0,380.0,80.0,0,,,,,,,0.3158793000038713
6,C,16,16,16,10669.534,632,16,1,29,5960.551058281917,6822.534383601437,3279.5510582819156,3542.9833253195247,3160.0,607.0,80.0,0,,,,,,,0.8031903000082821
7,Cplus3F,16,16,16,9338.525,515,16,1,27,5859.853540088572,6183.524553338469,3651.8535400885735,2531.6710132498947,2575.0,500.0,80.0,0,0,B,0,0,,,0.24949399998877198
7,DG_k1_t0,16,16,16,9600.52,535,16,1,27,6121.848724069012,6325.519737318907,3793.8487240690115,2531.6710132498947,2675.0,520.0,80.0,0,0,B,0,0,B,0,0.33966749999672174
7,DG_k3_t0,16,16,16,10788.897,643,16,1,29,5922.288073851681,6857.897354214393,3527.288073851681,3330.609280362713,3215.0,636.0,80.0,0,0,C,349,233,C,2,0.49604230001568794
7,C3FDirect,16,16,16,10788.897,643,16,1,29,5922.288073851681,6857.897354214393,3527.288073851681,3330.609280362713,3215.0,636.0,80.0,0,0,C,349,233,,,0.5543905000085942
7,B,16,16,16,9338.525,515,16,1,27,5859.853540088572,6183.524553338469,3651.8535400885735,2531.6710132498947,2575.0,500.0,80.0,0,,,,,,,0.20845500001451
7,C,16,16,16,12594.288,968,16,1,29,6680.288645613486,6710.288431260448,3504.288645613485,3205.999785646963,4840.0,964.0,80.0,0,,,,,,,0.590877000009641
8,Cplus3F,16,16,16,9396.649,432,16,1,27,5959.863879055904,6736.648874424222,3828.8638790559066,2907.784995368317,2160.0,420.0,80.0,0,0,B,0,0,,,0.6322312999982387
8,DG_k1_t0,16,16,16,11378.838,593,16,1,29,5971.451726687568,7772.837894954035,3480.451726687567,4292.386168266472,2965.0,561.0,80.0,0,0,C,349,166,C,1,0.8105399000050966
8,DG_k3_t0,16,16,16,11378.838,593,16,1,29,5971.451726687568,7772.837894954035,3480.451726687567,4292.386168266472,2965.0,561.0,80.0,0,0,C,349,166,C,2,0.7565747000044212
8,C3FDirect,16,16,16,11378.838,593,16,1,29,5971.451726687568,7772.837894954035,3480.451726687567,4292.386168266472,2965.0,561.0,80.0,0,0,C,349,166,,,0.7466547999938484
