case,strategy,source_count,detected_channels,cleared_channels,total_virtual_time_s,measure_actions,clear_actions,all_cleared,search_sites,search_end_time_s,movement_time_s,search_movement_time_s,post_search_movement_time_s,detection_time_s,switching_time_s,clearing_time_s,failed_clear_actions,origin_discoveries,selected_route,pruned_observations,coobservations,wall_time_s
20,Cplus3F,13,13,13,8064.19,365,13,1,29,5744.988818117305,5824.189609331406,3666.9888181173037,2157.2007912141025,1825.0,350.0,65.0,0,3,C,106,64,0.1473038000112865
20,C3FDirect,13,13,13,8064.19,365,13,1,29,5744.988818117305,5824.189609331406,3666.9888181173037,2157.2007912141025,1825.0,350.0,65.0,0,3,C,106,64,0.14561499998671934
20,B,13,13,13,8479.901,384,13,1,27,6377.844457852866,6117.901018003215,4137.844457852868,1980.0565601503472,1920.0,377.0,65.0,0,,,,,0.21367309999186546
20,C,13,13,13,9009.107,435,13,1,29,5944.5264323263955,6359.106978371859,3629.5264323263946,2729.5805460454626,2175.0,410.0,65.0,0,,,,,0.3111276999989059
21,Cplus3F,12,12,12,7358.369,377,12,1,29,5840.365312915789,5043.369488009584,3630.3653129157874,1413.0041750937978,1885.0,370.0,60.0,0,2,C,106,57,0.15379430001485161
21,C3FDirect,12,12,12,7358.369,377,12,1,29,5840.365312915789,5043.369488009584,3630.3653129157874,1413.0041750937978,1885.0,370.0,60.0,0,2,C,106,57,0.1779114999808371
21,B,12,12,12,9004.667,406,12,1,27,6432.616475344413,6524.6674640941965,4109.6164753444145,2415.0509887497833,2030.0,390.0,60.0,0,,,,,0.26812920000520535
21,C,12,12,12,8158.148,405,12,1,29,5919.957648659456,5684.148392485206,3629.957648659454,2054.190743825752,2025.0,389.0,60.0,0,,,,,0.4294424999970943
22,Cplus3F,13,13,13,7424.71,353,13,1,29,5802.824303869993,5244.709995694276,3707.8243038699925,1536.8856918242827,1765.0,350.0,65.0,0,2,C,58,56,0.09326019999571145
22,C3FDirect,13,13,13,7424.71,353,13,1,29,5802.824303869993,5244.709995694276,3707.8243038699925,1536.8856918242827,1765.0,350.0,65.0,0,2,C,58,56,0.11798629999975674
22,B,13,13,13,8508.414,358,13,1,27,6177.556763923687,6302.413984982818,4127.556763923688,2174.857221059128,1790.0,351.0,65.0,0,,,,,0.3594745000009425
22,C,13,13,13,8334.55,383,13,1,29,5818.918826267438,5989.550314516108,3673.9188262674365,2315.631488248672,1915.0,365.0,65.0,0,,,,,0.24799229999189265
23,Cplus3F,12,12,12,8032.963,396,12,1,29,5932.379937075146,5611.963138598666,3651.379937075145,1960.5832015235221,1980.0,381.0,60.0,0,2,C,134,58,0.1965243000013288
23,C3FDirect,12,12,12,8032.963,396,12,1,29,5932.379937075146,5611.963138598666,3651.379937075145,1960.5832015235221,1980.0,381.0,60.0,0,2,C,134,58,0.21287429999210872
23,B,12,12,12,8364.757,396,12,1,27,6511.796489095311,5934.757346836814,4177.7964890953135,1756.9608577415001,1980.0,390.0,60.0,0,,,,,0.2808870000008028
23,C,12,12,12,8619.532,448,12,1,29,6094.526432326396,5889.532101091498,3629.5264323263946,2260.0056687651045,2240.0,430.0,60.0,0,,,,,0.3381185000180267
24,Cplus3F,11,11,11,8141.297,409,11,1,29,6031.983203815447,5649.297457727446,3672.9832038154464,1976.3142539119997,2045.0,392.0,55.0,0,3,C,70,39,0.19209870000486262
24,C3FDirect,11,11,11,8141.297,409,11,1,29,6031.983203815447,5649.297457727446,3672.9832038154464,1976.3142539119997,2045.0,392.0,55.0,0,3,C,70,39,0.23547080002026632
24,B,11,11,11,9049.17,382,11,1,27,6286.938376629963,6713.169977147842,4104.938376629964,2608.2316005178773,1910.0,371.0,55.0,0,,,,,0.32301900000311434
24,C,11,11,11,8840.544,437,11,1,29,6133.599721433224,6177.5439299893205,3633.599721433222,2543.9442085560977,2185.0,423.0,55.0,0,,,,,0.3092424999922514
25,Cplus3F,12,12,12,8004.612,381,12,1,29,5828.839762062621,5667.612050652377,3660.8397620626206,2006.7722885897551,1905.0,372.0,60.0,0,3,C,80,47,0.2736665999982506
25,C3FDirect,12,12,12,8004.612,381,12,1,29,5828.839762062621,5667.612050652377,3660.8397620626206,2006.7722885897551,1905.0,372.0,60.0,0,3,C,80,47,0.2163384000014048
25,B,12,12,12,8582.596,398,12,1,27,6417.339653355351,6144.595842082865,4105.339653355353,2039.2561887275106,1990.0,388.0,60.0,0,,,,,0.2883163000224158
25,C,12,12,12,8544.784,375,12,1,29,5785.212792253274,6247.784282538061,3652.212792253273,2595.5714902847867,1875.0,362.0,60.0,0,,,,,0.37398380000377074
