case,strategy,source_count,detected_channels,cleared_channels,total_virtual_time_s,measure_actions,clear_actions,all_cleared,search_sites,search_end_time_s,movement_time_s,search_movement_time_s,post_search_movement_time_s,detection_time_s,switching_time_s,clearing_time_s,failed_clear_actions,origin_discoveries,selected_route,pruned_observations,coobservations,wall_time_s
29,C,16,16,16,8790.776,478,16,1,29,5813.576636280787,5850.775694919228,3312.5766362807876,2538.199058638439,2390.0,470.0,80.0,0,,,,,0.26321740000275895
30,Cplus3F,16,16,16,8200.48,390,16,1,27,5471.859324622139,5800.480176450596,3529.8593246221417,2270.6208518284548,1950.0,370.0,80.0,0,0,B,0,0,0.34364340000320226
30,C3FDirect,16,16,16,8111.28,379,16,1,29,5517.558523749497,5766.28033854265,3440.5585237494956,2325.721814793153,1895.0,370.0,80.0,0,0,C,190,85,0.2856556999904569
30,B,16,16,16,8200.48,390,16,1,27,5471.859324622139,5800.480176450596,3529.8593246221417,2270.6208518284548,1950.0,370.0,80.0,0,,,,,0.30744000000413507
30,C,16,16,16,8974.468,445,16,1,29,5855.425718496457,6238.468453788063,3354.425718496456,2884.0427352916067,2225.0,431.0,80.0,0,,,,,0.4041166999959387
31,Cplus3F,16,16,16,8541.285,419,16,1,27,6182.942980863812,5961.284797003594,3866.942980863813,2094.3418161397817,2095.0,405.0,80.0,0,0,B,0,0,0.2116381999803707
31,C3FDirect,16,16,16,8172.25,379,16,1,29,5740.585930720397,5826.250040535741,3569.5859307203978,2256.664109815343,1895.0,371.0,80.0,0,0,C,128,76,0.17436089998227544
31,B,16,16,16,8541.285,419,16,1,27,6182.942980863812,5961.284797003594,3866.942980863813,2094.3418161397817,2095.0,405.0,80.0,0,,,,,0.21902190000400878
31,C,16,16,16,9260.202,450,16,1,29,5938.625441095376,6490.201522319632,3378.6254410953757,3111.576081224257,2250.0,440.0,80.0,0,,,,,0.3779254000110086
32,Cplus3F,16,16,16,8275.681,353,16,1,27,5794.5404087766065,6089.680831281325,3838.5404087766087,2251.140422504715,1765.0,341.0,80.0,0,0,B,0,0,0.3560647999984212
32,C3FDirect,16,16,16,6703.9,286,16,1,29,3659.400529983705,4925.900295324095,2310.4005299837054,2615.4997653403934,1430.0,268.0,80.0,0,0,C,204,75,0.3622693000070285
32,B,16,16,16,8275.681,353,16,1,27,5794.5404087766065,6089.680831281325,3838.5404087766087,2251.140422504715,1765.0,341.0,80.0,0,,,,,0.36583710002014413
32,C,16,16,16,8039.607,512,16,1,29,4095.6429968865837,4901.607155871987,2256.642996886584,2644.964158985404,2560.0,498.0,80.0,0,,,,,0.5589604999986477
33,Cplus3F,16,16,16,9093.148,488,16,1,27,6848.519463876245,6104.148435610888,4144.519463876246,1959.6289717346451,2440.0,469.0,80.0,0,0,B,0,0,0.26952889998210594
33,C3FDirect,16,16,16,9644.306,465,16,1,29,6003.23677252304,6785.305843435763,3698.236772523039,3087.0690709127266,2325.0,454.0,80.0,0,0,C,310,121,0.3567942999943625
