case,strategy,source_count,detected_channels,cleared_channels,total_virtual_time_s,measure_actions,clear_actions,all_cleared,search_sites,search_end_time_s,movement_time_s,detection_time_s,switching_time_s,clearing_time_s,failed_clear_actions,wall_time_s
195,L950_C2,15,15,15,10281.928,303,15,1,31,8169.15222124351,8391.92786280243,1515.0,300.0,75.0,0,0.3899756000027992
196,L950_C2,15,15,15,10692.349,292,15,1,31,8003.510915327861,8882.348892271239,1460.0,275.0,75.0,0,1.127833800012013
197,L950_C2,15,15,15,10276.706,283,15,1,31,7978.448267190432,8511.706189882529,1415.0,275.0,75.0,0,0.8594737999956124
198,L950_C2,14,14,14,11442.831,365,14,1,31,8391.553528480425,9200.830910690762,1825.0,347.0,70.0,0,1.0731048999878112
199,L950_C2,15,15,15,11073.85,374,15,1,31,8417.747159355844,8773.84967955966,1870.0,355.0,75.0,0,0.8718169000057969
200,L950_C2,15,15,15,10776.177,288,15,1,31,8027.640653542588,8985.176872703372,1440.0,276.0,75.0,0,0.6462909999827389
201,L950_C2,13,13,13,10631.314,329,13,1,31,8289.49992326253,8598.313569317896,1645.0,323.0,65.0,0,0.5464385999948718
202,L950_C2,15,15,15,10587.275,298,15,1,31,8091.424641467503,8736.274692926805,1490.0,286.0,75.0,0,0.7225036000018008
203,L950_C2,11,11,11,10513.247,400,11,1,31,8746.111985593254,8061.247216340635,2000.0,397.0,55.0,0,0.3273213999927975
204,L950_C2,16,16,16,6725.79,241,16,1,31,3233.0,5209.790486058669,1205.0,231.0,80.0,0,1.8647446999966633
205,L950_C2,14,14,14,10311.109,298,14,1,31,8104.171543026108,8459.1087248885,1490.0,292.0,70.0,0,0.6687324000231456
206,L950_C2,14,14,14,10945.609,316,14,1,31,8098.448267190432,9000.608590123007,1580.0,295.0,70.0,0,1.003149800002575
207,L950_C2,15,15,15,9759.069,238,15,1,31,7751.927727464244,8258.068973048508,1190.0,236.0,75.0,0,0.4892744999960996
208,L950_C2,12,12,12,10542.271,414,12,1,31,8767.290783387001,8010.270957769578,2070.0,402.0,60.0,0,0.4085276999976486
209,L950_C2,10,10,10,10416.715,383,10,1,31,8645.796232166444,8072.715118655005,1915.0,379.0,50.0,0,0.4233034999924712
210,L950_C2,13,13,13,10074.276,312,13,1,31,8182.548475556807,8145.276170692908,1560.0,304.0,65.0,0,0.5343280000088271
211,L950_C2,15,15,15,10851.082,320,15,1,31,8102.950315527423,8871.08228288396,1600.0,305.0,75.0,0,0.8584638999891467
212,L950_C2,14,14,14,10744.973,334,14,1,31,8332.235280816632,8675.972921363647,1670.0,329.0,70.0,0,0.4999412999895867
213,L950_C2,15,15,15,11171.451,327,15,1,31,8175.419521977376,9144.450902411354,1635.0,317.0,75.0,0,1.0534049000125378
214,L950_C2,15,15,15,10901.285,312,15,1,31,8062.448267190432,8975.284937672,1560.0,291.0,75.0,0,1.567729700007476
215,L950_C2,14,14,14,10545.666,321,14,1,31,8233.366330072367,8559.666412227489,1605.0,311.0,70.0,0,0.8734922000148799
216,L950_C2,14,14,14,11229.824,345,14,1,31,8194.448267190432,9111.82363055371,1725.0,323.0,70.0,0,0.8220683000108693
217,L950_C2,13,13,13,10429.628,332,13,1,31,8301.089883817196,8380.628096751974,1660.0,324.0,65.0,0,0.6495443000167143
218,L950_C2,11,11,11,10733.532,380,11,1,31,8607.86162104693,8402.53226448413,1900.0,376.0,55.0,0,0.4435047000006307
219,L950_C2,13,13,13,10393.509,340,13,1,31,8397.959549540668,8298.50938254501,1700.0,330.0,65.0,0,0.8696284999896307
220,L950_C2,10,10,10,11184.556,415,10,1,31,8798.08512036505,8660.55628925103,2075.0,399.0,50.0,0,0.8019142000121064
221,L950_C2,12,12,12,11215.773,395,12,1,31,8671.01729298726,8804.77324262863,1975.0,376.0,60.0,0,0.7984960000030696
222,L950_C2,15,15,15,10355.198,304,15,1,31,8176.163040137186,8461.197602672999,1520.0,299.0,75.0,0,0.5660248000058345
223,L950_C2,16,16,16,7463.657,271,16,1,31,4601.625484277363,5770.656648407007,1355.0,258.0,80.0,0,0.9315607000025921
224,L950_C2,12,12,12,10640.011,373,12,1,31,8548.448267190432,8347.010763002343,1865.0,368.0,60.0,0,0.5730048999830615
225,L950_C2,12,12,12,10938.905,379,12,1,31,8554.448267190432,8613.905464667065,1895.0,370.0,60.0,0,0.629688500019256
226,L950_C2,13,13,13,10348.799,332,13,1,31,8285.336287997085,8306.798893711937,1660.0,317.0,65.0,0,0.8877975999785122
227,L950_C2,15,15,15,11060.875,345,15,1,31,8296.448267190432,8932.874899074925,1725.0,328.0,75.0,0,1.278147800010629
228,L950_C2,14,14,14,11349.876,350,14,1,31,8332.448267190432,9194.8763247145,1750.0,335.0,70.0,0,0.8199726000020746
229,L950_C2,15,15,15,10465.624,267,15,1,31,7906.448267190432,8794.624110222221,1335.0,261.0,75.0,0,0.7109383999777492
230,L950_C2,11,11,11,10503.834,360,11,1,31,8475.415889745564,8299.834252385435,1800.0,349.0,55.0,0,0.8571386999974493
231,L950_C2,16,16,16,5290.339,192,16,1,31,2714.396398828179,4078.338949545507,960.0,172.0,80.0,0,1.0966812999977265
232,L950_C2,12,12,12,10906.041,382,12,1,31,8484.751160573032,8572.04113286712,1910.0,364.0,60.0,0,0.4936167999985628
233,L950_C2,11,11,11,10429.838,356,11,1,31,8472.036367110672,8242.838259100192,1780.0,352.0,55.0,0,0.48622590000741184
234,L950_C2,13,13,13,10759.378,354,13,1,31,8398.448267190432,8580.377958326215,1770.0,344.0,65.0,0,0.7215606000099797
235,L950_C2,15,15,15,10520.908,290,15,1,31,8008.448267190432,8715.907896770277,1450.0,280.0,75.0,0,1.0623483000090346
236,L950_C2,10,10,10,10311.395,376,10,1,31,8589.704407174648,8009.395286081961,1880.0,372.0,50.0,0,0.420620399992913
237,L950_C2,16,16,16,5993.147,234,16,1,31,1525.0,4522.147433137787,1170.0,221.0,80.0,0,1.1869516000151634
238,L950_C2,11,11,11,11385.819,405,11,1,31,8692.448267190432,8912.818701154984,2025.0,393.0,55.0,0,0.6964345999876969
239,L950_C2,13,13,13,11370.366,378,13,1,31,8484.814106078158,9055.365847365365,1890.0,360.0,65.0,0,0.5796583000046667
240,L950_C2,16,16,16,7838.225,250,16,1,31,4545.69405760721,6275.2245565537905,1250.0,233.0,80.0,0,1.1667416999989655
241,L950_C2,12,12,12,11149.633,389,12,1,31,8635.346682000765,8774.63302164792,1945.0,370.0,60.0,0,0.8703480999975
242,L950_C2,15,15,15,10746.061,298,15,1,31,8026.448267190432,8897.060678458054,1490.0,284.0,75.0,0,1.0450851999921724
243,L950_C2,11,11,11,10599.465,384,11,1,31,8638.448267190432,8244.4649708537,1920.0,380.0,55.0,0,0.3907584999979008
244,L950_C2,15,15,15,11270.841,344,15,1,31,8098.448267190432,9147.841075001144,1720.0,328.0,75.0,0,1.2031612999853678
245,L950_C2,11,11,11,11178.39,395,11,1,31,8662.448267190432,8765.389542056811,1975.0,383.0,55.0,0,0.7454995999869425
246,L950_C2,13,13,13,10106.131,308,13,1,31,8158.448267190432,8200.131101946632,1540.0,301.0,65.0,0,0.48340329999336973
247,L950_C2,15,15,15,10947.284,342,15,1,31,8260.887539091073,8834.284308764389,1710.0,328.0,75.0,0,0.5201056999794673
248,L950_C2,13,13,13,10077.089,294,13,1,31,8044.448267190432,8256.089150143498,1470.0,286.0,65.0,0,0.6949365999898873
249,L950_C2,16,16,16,5983.606,265,16,1,31,2121.0,4324.606265374372,1325.0,254.0,80.0,0,1.1939848000183702
250,L950_C2,12,12,12,10711.164,374,12,1,31,8546.364798565934,8417.163686310329,1870.0,364.0,60.0,0,0.8093325999798253
251,L950_C2,15,15,15,10219.697,291,15,1,31,7996.502713840929,8414.696837497862,1455.0,275.0,75.0,0,1.051020700018853
252,L950_C2,14,14,14,10979.316,358,14,1,31,8418.96560040706,8770.316265866764,1790.0,349.0,70.0,0,0.7671824999852106
253,L950_C2,10,10,10,10933.993,398,10,1,31,8722.84294748281,8507.99288483423,1990.0,386.0,50.0,0,0.5083309999899939
254,L950_C2,13,13,13,10532.502,333,13,1,31,8327.53895922457,8477.501943427256,1665.0,325.0,65.0,0,0.6421904000162613
255,L950_C2,10,10,10,10323.834,394,10,1,31,8720.457083447029,7913.83428003233,1970.0,390.0,50.0,0,0.5429377999971621
256,L950_C2,12,12,12,10103.269,343,12,1,31,8419.133265293383,7990.2693323184385,1715.0,338.0,60.0,0,0.5392142999917269
257,L950_C2,13,13,13,10807.549,340,13,1,31,8255.647507705171,8725.549285184827,1700.0,317.0,65.0,0,1.4541996999760158
258,L950_C2,16,16,16,6789.812,242,16,1,31,2910.2565651495706,5270.811540788499,1210.0,229.0,80.0,0,0.9989138999953866
259,L950_C2,13,13,13,10089.683,337,13,1,31,8369.916358614186,8014.683280364633,1685.0,325.0,65.0,0,0.6551688000035938
260,L950_C2,14,14,14,10957.229,345,14,1,31,8218.51826966527,8836.228797746817,1725.0,326.0,70.0,0,0.5231480000074953
261,L950_C2,12,12,12,10631.674,336,12,1,31,8326.448267190432,8561.673997063843,1680.0,330.0,60.0,0,0.4840535999974236
262,L950_C2,13,13,13,10793.272,323,13,1,31,8170.448267190432,8805.272241057668,1615.0,308.0,65.0,0,1.231186200020602
263,L950_C2,10,10,10,10972.847,415,10,1,31,8804.332645601726,8444.847191133125,2075.0,403.0,50.0,0,0.7054415000020526
264,L950_C2,11,11,11,10358.778,366,11,1,31,8588.433276289517,8109.777628515636,1830.0,364.0,55.0,0,0.379650999995647
265,L950_C2,14,14,14,10212.439,282,14,1,31,8035.471626783986,8456.439071839402,1410.0,276.0,70.0,0,0.4342430999968201
266,L950_C2,12,12,12,10488.703,354,12,1,31,8487.51073396249,8307.703299213306,1770.0,351.0,60.0,0,0.364082000014605
267,L950_C2,14,14,14,10333.871,311,14,1,31,8178.890365200848,8401.871121811402,1555.0,307.0,70.0,0,0.6437795000092592
268,L950_C2,15,15,15,10827.418,319,15,1,31,8097.682866165067,8860.418046278779,1595.0,297.0,75.0,0,1.0936629000061657
269,L950_C2,15,15,15,10195.08,258,15,1,31,7859.574903653518,8578.08035953717,1290.0,252.0,75.0,0,0.644383500010008
270,L950_C2,16,16,16,7404.596,244,16,1,31,3970.3162429056583,5885.596040433764,1220.0,219.0,80.0,0,0.9427097000007052
271,L950_C2,14,14,14,10918.895,324,14,1,31,8194.448267190432,8915.894645104374,1620.0,313.0,70.0,0,1.052976300008595
272,L950_C2,15,15,15,11794.609,305,15,1,31,7984.448267190432,9918.609195709849,1525.0,276.0,75.0,0,1.0053246000024956
273,L950_C2,12,12,12,10538.586,352,12,1,31,8386.152030871708,8383.585758223342,1760.0,335.0,60.0,0,0.9095892999903299
274,L950_C2,15,15,15,10464.446,300,15,1,31,8108.685852182288,8603.445757317912,1500.0,286.0,75.0,0,0.6852970999898389
275,L950_C2,12,12,12,11097.392,381,12,1,31,8536.057752643668,8773.392421611148,1905.0,359.0,60.0,0,0.9499447999987751
276,L950_C2,16,16,16,7521.532,224,130,1,31,2841.9622476133104,5789.532291467327,1120.0,190.0,422.0,114,1.1033376000123098
277,L950_C2,13,13,13,10636.215,338,13,1,31,8254.448267190432,8562.215371258873,1690.0,319.0,65.0,0,1.1772780999890529
278,L950_C2,14,14,14,10494.883,304,14,1,31,8096.3790647191145,8613.8828547216,1520.0,291.0,70.0,0,1.0676367999985814
279,L950_C2,12,12,12,10744.227,372,12,1,31,8494.448267190432,8464.226984117806,1860.0,360.0,60.0,0,0.8331584999978077
280,L950_C2,12,12,12,10430.508,343,12,1,31,8385.528427078214,8316.507813312825,1715.0,339.0,60.0,0,0.4827153999940492
281,L950_C2,13,13,13,11438.886,344,13,1,31,8272.718348242026,9337.885922484136,1720.0,316.0,65.0,0,0.827935899986187
282,L950_C2,16,16,16,5840.561,197,16,1,31,2341.0,4583.561358167948,985.0,192.0,80.0,0,0.8607235999952536
283,L950_C2,16,16,16,10303.619,333,16,1,31,7434.836004824099,8239.619182763126,1665.0,319.0,80.0,0,0.8625721999851521
284,L950_C2,15,15,15,10193.947,305,15,1,31,8216.127632501848,8300.947199591548,1525.0,293.0,75.0,0,0.7395879999967292
285,L950_C2,16,16,16,5828.427,204,16,1,31,2642.721907223679,4551.4268929774935,1020.0,177.0,80.0,0,1.1567651999939699
286,L950_C2,11,11,11,10460.041,375,11,1,31,8611.228562683964,8164.041267248213,1875.0,366.0,55.0,0,0.6452503000036813
287,L950_C2,12,12,12,10449.976,332,12,1,31,8340.155296602696,8406.975681197939,1660.0,323.0,60.0,0,0.5169764999882318
288,L950_C2,13,13,13,10315.663,301,13,1,31,8112.636567699481,8452.662974026322,1505.0,293.0,65.0,0,0.6660717000195291
289,L950_C2,13,13,13,10156.938,293,13,1,31,8067.713931365175,8340.938124491946,1465.0,286.0,65.0,0,0.5255126999982167
290,L950_C2,10,10,10,11052.652,405,10,1,31,8718.991029254974,8585.651995992934,2025.0,392.0,50.0,0,0.6021925999957602
291,L950_C2,13,13,13,10313.764,327,13,1,31,8369.519890854062,8289.764233322865,1635.0,324.0,65.0,0,0.39221220000763424
292,L950_C2,11,11,11,11151.303,374,11,1,31,8609.299099018033,8855.302977095547,1870.0,371.0,55.0,0,0.24659709999104962
293,L950_C2,15,15,15,10689.854,313,15,1,31,8198.81435853156,8747.854494113351,1565.0,302.0,75.0,0,0.7599746999912895
294,L950_C2,15,15,15,10683.475,298,15,1,31,8018.618330520504,8837.475435262051,1490.0,281.0,75.0,0,0.9415102000057232
295,L950_C2,15,15,15,10418.344,266,15,1,31,7850.982413349904,8758.343576942316,1330.0,255.0,75.0,0,0.9767599999904633
296,L950_C2,15,15,15,10892.446,294,15,1,31,8013.461730018389,9067.44646302236,1470.0,280.0,75.0,0,0.9797869000176433
297,L950_C2,16,16,16,6359.511,204,16,1,31,3705.0730323726175,5073.511052081117,1020.0,186.0,80.0,0,0.9002090000140015
298,L950_C2,13,13,13,10441.318,348,13,1,31,8408.116575383923,8297.317670926739,1740.0,339.0,65.0,0,0.5509355000103824
299,L950_C2,11,11,11,10492.771,371,11,1,31,8530.448267190432,8217.770515223669,1855.0,365.0,55.0,0,0.5441599999903701
300,L950_C2,11,11,11,10810.759,372,11,1,31,8524.448267190432,8531.759251348236,1860.0,364.0,55.0,0,0.6281268000020646
