case,strategy,source_count,detected_channels,cleared_channels,total_virtual_time_s,measure_actions,clear_actions,all_cleared,search_sites,search_end_time_s,movement_time_s,search_movement_time_s,post_search_movement_time_s,detection_time_s,switching_time_s,clearing_time_s,failed_clear_actions,wall_time_s
405,H8,10,10,10,8699.35,432,10,1,31,6777.749802523321,6063.3503854273085,4276.749802523322,1786.600582903989,2160.0,426.0,50.0,0,0.3218598999956157
406,L1100_C2,10,10,10,7616.593,266,10,1,19,5441.0,5981.593276401685,3960.0,2021.5932764016857,1330.0,255.0,50.0,0,0.38593620000756346
406,L1100I3,10,10,10,8456.567,304,10,1,22,5796.073721354744,6600.567369454118,4135.073721354744,2465.493648099375,1520.0,286.0,50.0,0,0.4424470000085421
406,H8,10,10,10,8682.771,430,10,1,31,6735.749802523321,6064.7710435261015,4276.749802523322,1788.0212410027816,2150.0,418.0,50.0,0,0.33336530000087805
407,L1100_C2,14,14,14,7639.389,221,14,1,19,5210.920903602878,6251.388613345215,3989.920903602878,2261.467709742337,1105.0,213.0,70.0,0,0.3910367999924347
407,L1100I3,14,14,14,9417.885,260,14,1,22,5605.300646550105,7805.885462667821,4215.300646550105,3590.584816117715,1300.0,242.0,70.0,0,0.4566126999852713
407,H8,14,14,14,10320.44,394,14,1,31,6309.749802523321,7926.440136506636,4276.749802523322,3649.690333983321,1970.0,354.0,70.0,0,0.7460730999882799
408,L1100_C2,15,15,15,7815.83,267,15,1,19,5284.077411404891,6152.8298638200085,3960.0774114048913,2192.752452415118,1335.0,253.0,75.0,0,0.467328999977326
408,L1100I3,15,15,15,8688.593,285,15,1,22,5568.321687650068,6918.5931205361385,4178.321687650068,2740.27143288607,1425.0,270.0,75.0,0,0.7179199999955017
408,H8,15,15,15,8632.026,366,15,1,31,6495.914496855653,6363.026417418062,4362.914496855655,2000.1119205624068,1830.0,364.0,75.0,0,0.32211129998904653
409,L1100_C2,12,12,12,7539.077,227,12,1,19,5159.0,6136.077098695675,3960.0,2176.077098695677,1135.0,208.0,60.0,0,0.5632152000034694
409,L1100I3,12,12,12,8649.749,263,12,1,22,5504.269050283032,7041.748823691312,4168.269050283032,2873.4797734082813,1315.0,233.0,60.0,0,0.6687557999975979
409,H8,12,12,12,8957.073,454,12,1,31,6861.749802523321,6188.07259200091,4276.749802523322,1911.3227894775887,2270.0,439.0,60.0,0,0.4592926999903284
410,L1100_C2,14,14,14,8123.049,265,14,1,19,5294.0605386582865,6484.049225805706,3988.060538658287,2495.988687147421,1325.0,244.0,70.0,0,0.425638099986827
410,L1100I3,14,14,14,8792.29,286,14,1,22,5514.073721354744,7029.290222829594,4135.073721354744,2894.216501474849,1430.0,263.0,70.0,0,0.5570913999981713
410,H8,14,14,14,10007.687,428,14,1,31,6546.069162651404,7389.686932489784,4304.069162651406,3085.617769838379,2140.0,408.0,70.0,0,0.490562899998622
411,L1100_C2,13,13,13,7765.623,243,13,1,19,5361.203159514065,6247.623387647729,3989.2031595140656,2258.420228133662,1215.0,238.0,65.0,0,0.34988890000386164
411,L1100I3,13,13,13,9603.877,310,13,1,22,5742.073721354744,7709.877389265747,4135.073721354744,3574.803667911007,1550.0,279.0,65.0,0,0.4915183999983128
411,H8,13,13,13,8815.757,420,13,1,31,6716.891994386487,6235.757366242585,4276.891994386488,1958.8653718560975,2100.0,415.0,65.0,0,0.27558980000321753
412,L1100_C2,11,11,11,7602.715,275,11,1,19,5461.8329954136625,5905.71547470108,3975.8329954136625,1929.8824792874186,1375.0,267.0,55.0,0,0.32486619998235255
412,L1100I3,11,11,11,9791.497,366,11,1,22,5796.073721354744,7590.496681194245,4135.073721354744,3455.4229598395104,1830.0,316.0,55.0,0,0.9455084000073839
412,H8,11,11,11,9191.143,454,11,1,31,6879.749802523321,6422.142729805113,4276.749802523322,2145.3929272817877,2270.0,444.0,55.0,0,0.390932399983285
413,L1100_C2,15,15,15,7643.522,231,15,1,19,5147.0,6190.521917733495,3960.0,2230.521917733495,1155.0,223.0,75.0,0,0.7245841000112705
413,L1100I3,15,15,15,7647.579,221,15,1,22,5441.819835524618,6251.579499500653,4213.819835524618,2037.759663976037,1105.0,216.0,75.0,0,0.5180882000131533
413,H8,15,15,15,9719.436,374,15,1,31,6372.256933223221,7433.436206414279,4379.256933223221,3054.1792731910614,1870.0,341.0,75.0,0,0.8043256999808364
414,L1100_C2,13,13,13,7800.47,274,13,1,19,5377.849430274334,6099.469862968538,3969.849430274334,2129.620432694206,1370.0,266.0,65.0,0,0.45390799999586307
414,L1100I3,13,13,13,8237.845,267,13,1,22,5604.073721354744,6579.84468609184,4135.073721354744,2444.7709647370953,1335.0,258.0,65.0,0,0.34496700001182035
414,H8,13,13,13,8893.025,411,13,1,31,6708.929007036328,6369.024837239302,4316.929007036329,2052.095830202974,2055.0,404.0,65.0,0,0.3098427999939304
415,L1100_C2,12,12,12,7795.526,256,12,1,19,5381.0,6209.52570851753,3960.0,2249.5257085175303,1280.0,246.0,60.0,0,0.4798781000135932
415,L1100I3,12,12,12,8914.183,290,12,1,22,5646.073721354744,7140.18329259065,4135.073721354744,3005.109571235911,1450.0,264.0,60.0,0,0.8397031999775209
415,H8,12,12,12,9703.857,482,12,1,31,6999.749802523322,6770.857489992081,4276.749802523322,2494.1076874687606,2410.0,463.0,60.0,0,0.3985343000094872
416,L1100_C2,16,16,16,8366.505,244,16,1,19,5129.0,6837.505205216403,3960.0,2877.505205216402,1220.0,229.0,80.0,0,0.8068116999929771
416,L1100I3,16,16,16,9079.257,229,16,1,22,4708.12581744711,7646.257414985519,3564.125817447111,4082.13159753841,1145.0,208.0,80.0,0,0.5898236999928486
416,H8,16,16,16,7046.641,303,16,1,31,4499.3522157419275,5164.640802070511,2869.3522157419275,2295.2885863285824,1515.0,287.0,80.0,0,0.5650456000003032
417,L1100_C2,10,10,10,7243.122,271,10,1,19,5521.553900877696,5576.122078022588,3987.5539008776955,1588.5681771448944,1355.0,262.0,50.0,0,0.3634928000101354
417,L1100I3,10,10,10,8047.211,304,10,1,22,5886.073721354744,6178.211414696964,4135.073721354744,2043.1376933422205,1520.0,299.0,50.0,0,0.2526930999883916
417,H8,10,10,10,8300.351,424,10,1,31,6785.385886274657,5708.350810848144,4291.385886274658,1416.9649245734843,2120.0,422.0,50.0,0,0.21643329999642447
418,L1100_C2,11,11,11,7803.406,302,11,1,19,5597.0,5944.4058937872205,3960.0,1984.4058937872185,1510.0,294.0,55.0,0,0.27382579998811707
418,L1100I3,11,11,11,8348.369,308,11,1,22,5856.073721354744,6459.368624440174,4135.073721354744,2324.294903085433,1540.0,294.0,55.0,0,0.5566383999830578
418,H8,11,11,11,9577.746,451,11,1,31,6801.749802523321,6838.74586885036,4276.749802523322,2561.996066327043,2255.0,429.0,55.0,0,0.5670970999926794
419,L1100_C2,12,12,12,7795.026,290,12,1,19,5489.0,6013.025535377663,3960.0,2053.025535377662,1450.0,272.0,60.0,0,0.4057796999986749
419,L1100I3,12,12,12,8741.555,318,12,1,22,5826.073721354744,6788.555059025834,4135.073721354744,2653.481337671091,1590.0,303.0,60.0,0,0.466329399991082
419,H8,12,12,12,8753.909,436,12,1,31,6831.946273849459,6079.9088535364945,4283.94627384946,1795.9625796870337,2180.0,434.0,60.0,0,0.2474577999964822
420,L1100_C2,15,15,15,9029.683,324,15,1,19,5339.0,7026.682971357894,3960.0,3066.6829713578923,1620.0,308.0,75.0,0,0.6652943999797571
420,L1100I3,15,15,15,9821.047,368,15,1,22,5772.073721354744,7554.0473733258505,4135.073721354744,3418.973651971107,1840.0,352.0,75.0,0,0.7722405999957118
420,H8,15,15,15,9340.224,428,15,1,31,6803.747454928051,6701.223729886382,4310.747454928051,2390.476274958329,2140.0,424.0,75.0,0,0.34203150001121685
421,L1100_C2,13,13,13,7145.445,265,13,1,19,5477.0,5491.444657174837,3960.0,1531.4446571748385,1325.0,264.0,65.0,0,0.3857416000100784
421,L1100I3,13,13,13,7775.145,280,13,1,22,5729.551472091447,6033.145285893804,4135.551472091447,1897.593813802356,1400.0,277.0,65.0,0,0.3609621000068728
421,H8,13,13,13,8552.269,344,13,1,31,6177.749802523321,6438.269434631374,4276.749802523322,2161.5196321080525,1720.0,329.0,65.0,0,0.5237138000084087
422,L1100_C2,15,15,15,7943.616,255,15,1,19,5391.849967749169,6349.616176624213,3983.849967749169,2365.7662088750453,1275.0,244.0,75.0,0,0.7106127000006381
422,L1100I3,15,15,15,8154.19,275,15,1,22,5723.242231436073,6436.190018118382,4171.242231436074,2264.9477866823086,1375.0,268.0,75.0,0,0.5715545999992173
422,H8,15,15,15,8815.744,343,15,1,31,6255.749802523321,6686.744439721582,4276.749802523322,2409.9946371982614,1715.0,339.0,75.0,0,0.4093517999863252
423,L1100_C2,13,13,13,7414.224,284,13,1,19,5435.0,5648.22406192865,3960.0,1688.2240619286495,1420.0,281.0,65.0,0,0.38284969999222085
423,L1100I3,13,13,13,8556.477,309,13,1,22,5882.998683894563,6646.476594839127,4217.998683894564,2428.477910944562,1545.0,300.0,65.0,0,0.3885759999975562
423,H8,13,13,13,8726.902,365,13,1,31,6351.749802523321,6480.901684321157,4276.749802523322,2204.151881797834,1825.0,356.0,65.0,0,0.4810277000069618
424,L1100_C2,16,16,16,5896.411,260,16,1,19,1705.0,4266.41080106296,1100.0,3166.41080106296,1300.0,250.0,80.0,0,0.5998208000091836
424,L1100I3,16,16,16,7277.882,213,16,1,22,2316.0737213547436,5941.882473655734,1495.0737213547434,4446.808752300989,1065.0,191.0,80.0,0,0.646288399992045
424,H8,16,16,16,9024.895,385,16,1,31,5827.164426503574,6651.895260772284,3926.164426503574,2725.730834268709,1925.0,368.0,80.0,0,0.7429689999844413
425,L1100_C2,13,13,13,7616.742,238,13,1,19,5295.968571157597,6131.741870560518,3977.9685711575967,2153.77329940292,1190.0,230.0,65.0,0,0.6358715000096709
425,L1100I3,13,13,13,8365.99,258,13,1,22,5550.073721354744,6762.989523963234,4135.073721354744,2627.91580260849,1290.0,248.0,65.0,0,0.5098824000160675
425,H8,13,13,13,8913.84,373,13,1,31,6327.749802523321,6630.840476867072,4276.749802523322,2354.0906743437495,1865.0,353.0,65.0,0,0.5859113000042271
426,L1100_C2,12,12,12,7945.61,264,12,1,19,5429.0,6311.609845607185,3960.0,2351.609845607183,1320.0,254.0,60.0,0,0.5085218000167515
426,L1100I3,12,12,12,8878.796,305,12,1,22,5820.073721354744,7000.79609282298,4135.073721354744,2865.722371468235,1525.0,293.0,60.0,0,0.5845550000085495
426,H8,12,12,12,9498.442,467,12,1,31,6873.749802523321,6659.442124132595,4276.749802523322,2382.6923216092728,2335.0,444.0,60.0,0,0.9720563000009861
427,L1100_C2,11,11,11,7767.877,267,11,1,19,5417.0,6125.8772497689415,3960.0,2165.8772497689447,1335.0,252.0,55.0,0,0.9447843999951147
427,L1100I3,11,11,11,8288.885,296,11,1,22,5778.073721354744,6469.885019961672,4135.073721354744,2334.8112986069273,1480.0,284.0,55.0,0,0.8238448000047356
427,H8,11,11,11,9704.078,461,11,1,31,6819.749802523321,6909.0775187569725,4276.749802523322,2632.3277162336562,2305.0,435.0,55.0,0,1.156312400009483
428,L1100_C2,16,16,16,7410.787,236,16,1,19,3896.0838378597437,5923.786562618027,2860.0838378597437,3063.702724758283,1180.0,227.0,80.0,0,0.6688277000212111
428,L1100I3,16,16,16,7539.138,253,16,1,22,3048.0737213547436,5951.138176387165,2155.0737213547436,3796.064455032422,1265.0,243.0,80.0,0,0.9994437000132166
428,H8,16,16,16,8517.311,352,16,1,31,4223.141821690917,6337.311185012512,2767.141821690917,3570.169363321598,1760.0,340.0,80.0,0,0.6749682999798097
429,L1100_C2,16,16,16,7770.77,216,16,1,19,4415.0,6410.769548777241,3300.0,3110.769548777238,1080.0,200.0,80.0,0,1.004027999995742
429,L1100I3,16,16,16,7620.043,281,16,1,22,3406.0737213547436,5861.043170973688,2375.0737213547436,3485.969449618946,1405.0,274.0,80.0,0,0.8591012999822851
429,H8,16,16,16,8877.786,332,16,1,31,5594.73055263629,6823.786165430217,3777.7305526362898,3046.055612793931,1660.0,314.0,80.0,0,1.0275016999803483
430,L1100_C2,10,10,10,7878.057,299,10,1,19,5591.9746618842455,6042.056515048181,3991.9746618842455,2050.0818531639356,1495.0,291.0,50.0,0,0.6638249000243377
430,L1100I3,10,10,10,8664.304,320,10,1,22,5874.073721354744,6716.304037640217,4135.073721354744,2581.2303162854723,1600.0,298.0,50.0,0,1.1591850999975577
430,H8,10,10,10,9389.804,485,10,1,31,7053.749802523322,6442.803736173981,4276.749802523322,2166.0539336506595,2425.0,472.0,50.0,0,0.6958619000215549
431,L1100_C2,12,12,12,7854.355,300,12,1,19,5476.000437362687,6009.354601648688,3960.0004373626875,2049.3541642859996,1500.0,285.0,60.0,0,0.9442520999873523
431,L1100I3,12,12,12,8217.29,330,12,1,22,5772.073721354744,6193.289988792965,4135.073721354744,2058.2162674382193,1650.0,314.0,60.0,0,0.7275851000158582
431,H8,12,12,12,9810.984,445,12,1,31,6651.749802523321,7117.984057728029,4276.749802523322,2841.2342552047116,2225.0,408.0,60.0,0,1.2082861000089906
432,L1100_C2,15,15,15,9154.699,270,15,1,19,5219.0,7489.699367568381,3960.0,3529.6993675683866,1350.0,240.0,75.0,0,0.9338026999903377
432,L1100I3,15,15,15,10089.72,363,15,1,22,5609.606919193882,7848.719594465595,4165.606919193882,3683.112675271714,1815.0,351.0,75.0,0,0.7848773000005167
432,H8,15,15,15,9605.728,403,15,1,31,6393.749802523321,7150.727779067009,4276.749802523322,2873.977976543691,2015.0,365.0,75.0,0,1.096194599987939
433,L1100_C2,15,15,15,7872.738,243,15,1,19,5316.412798483801,6353.7383106677535,3981.4127984838015,2372.3255121839497,1215.0,229.0,75.0,0,0.7504480000061449
433,L1100I3,15,15,15,8932.412,253,15,1,22,5514.853569322803,7348.411841022659,4136.853569322803,3211.5582716998592,1265.0,244.0,75.0,0,0.6185508999915328
433,H8,15,15,15,8996.919,330,15,1,31,6087.749802523321,6958.919360976195,4276.749802523322,2682.1695584528734,1650.0,313.0,75.0,0,0.7775792000174988
434,L1100_C2,10,10,10,7542.235,281,10,1,19,5507.0,5821.234626511373,3960.0,1861.2346265113722,1405.0,266.0,50.0,0,0.5863390000013169
434,L1100I3,10,10,10,7647.652,315,10,1,22,5940.073721354744,5714.651560533854,4135.073721354744,1579.5778391791118,1575.0,308.0,50.0,0,0.28458190002129413
434,H8,10,10,10,9403.927,444,10,1,31,6783.749802523321,6704.926540382676,4276.749802523322,2428.1767378593554,2220.0,429.0,50.0,0,0.4139787000021897
435,L1100_C2,16,16,16,6703.437,251,16,1,19,3987.0,5130.437133774128,2860.0,2270.4371337741263,1255.0,238.0,80.0,0,0.46563290001358837
435,L1100I3,16,16,16,8707.801,407,16,1,22,4564.073721354744,6193.801108891641,3035.0737213547436,3158.7273875368983,2035.0,399.0,80.0,0,0.6334859000053257
435,H8,16,16,16,9367.872,410,16,1,31,5866.296678769007,6846.872257121786,3629.296678769006,3217.5755783527798,2050.0,391.0,80.0,0,0.8244244999950752
436,L1100_C2,13,13,13,7984.213,289,13,1,19,5459.0,6204.212844186772,3960.0,2244.212844186771,1445.0,270.0,65.0,0,0.5441131999832578
436,L1100I3,13,13,13,8802.321,329,13,1,22,5844.073721354744,6772.321307762194,4135.073721354744,2637.247586407448,1645.0,320.0,65.0,0,0.5398896000115201
436,H8,13,13,13,8843.693,406,13,1,31,6640.531216274892,6345.69279692657,4278.531216274893,2067.161580651678,2030.0,403.0,65.0,0,0.36457650002557784
