case,strategy,source_count,detected_channels,cleared_channels,total_virtual_time_s,measure_actions,clear_actions,all_cleared,search_sites,search_end_time_s,movement_time_s,search_movement_time_s,post_search_movement_time_s,detection_time_s,switching_time_s,clearing_time_s,failed_clear_actions,origin_discoveries,selected_route,pruned_observations,coobservations,delayed_decision,probe_new,connection_m,b_order_m,wall_time_s
4,DG2_k5_t0_R,16,16,16,8146.81,393,16,1,29,5772.211645581557,5726.810197840134,3554.2116455815553,2172.598552258579,1965.0,375.0,80.0,0,0,C,177,60,C,7,,,0.6268594000139274
4,DG2_k2_t0_F,16,16,16,8146.81,393,16,1,29,5772.211645581557,5726.810197840134,3554.2116455815553,2172.598552258579,1965.0,375.0,80.0,0,0,C,177,60,C,1,,,0.40894850000040606
4,DG2_k3_t0_F,16,16,16,8146.81,393,16,1,29,5772.211645581557,5726.810197840134,3554.2116455815553,2172.598552258579,1965.0,375.0,80.0,0,0,C,177,60,C,3,,,0.41008280002279207
5,Cplus3F,16,16,16,9203.155,468,16,1,27,6357.657762516692,6325.155470114984,3936.6577625166933,2388.497707598291,2340.0,458.0,80.0,0,0,B,0,0,,,,,0.38489390001632273
5,C3FDirect,16,16,16,8961.291,407,16,1,29,5444.440007674621,6458.290649375008,3405.4400076746215,3052.8506417003855,2035.0,388.0,80.0,0,0,C,183,95,,,,,0.2579940000141505
5,DG2_k1_t0_R,16,16,16,8961.291,407,16,1,29,5444.440007674621,6458.290649375008,3405.4400076746215,3052.8506417003855,2035.0,388.0,80.0,0,0,C,183,95,C,1,,,0.3333216999890283
5,DG2_k2_t0_R,16,16,16,8961.291,407,16,1,29,5444.440007674621,6458.290649375008,3405.4400076746215,3052.8506417003855,2035.0,388.0,80.0,0,0,C,183,95,C,3,,,0.24474130000453442
5,DG2_k2_t1_R,16,16,16,8961.291,407,16,1,29,5444.440007674621,6458.290649375008,3405.4400076746215,3052.8506417003855,2035.0,388.0,80.0,0,0,C,183,95,C,3,,,0.24687119998270646
5,DG2_k3_t0_R,16,16,16,8961.291,407,16,1,29,5444.440007674621,6458.290649375008,3405.4400076746215,3052.8506417003855,2035.0,388.0,80.0,0,0,C,183,95,C,4,,,0.31017789998441003
5,DG2_k3_t1_R,16,16,16,8961.291,407,16,1,29,5444.440007674621,6458.290649375008,3405.4400076746215,3052.8506417003855,2035.0,388.0,80.0,0,0,C,183,95,C,4,,,0.29879410000285134
5,DG2_k5_t0_R,16,16,16,8961.291,407,16,1,29,5444.440007674621,6458.290649375008,3405.4400076746215,3052.8506417003855,2035.0,388.0,80.0,0,0,C,183,95,C,6,,,0.23437289998400956
5,DG2_k2_t0_F,16,16,16,8961.291,407,16,1,29,5444.440007674621,6458.290649375008,3405.4400076746215,3052.8506417003855,2035.0,388.0,80.0,0,0,C,183,95,C,3,,,0.35176960000535473
5,DG2_k3_t0_F,16,16,16,8961.291,407,16,1,29,5444.440007674621,6458.290649375008,3405.4400076746215,3052.8506417003855,2035.0,388.0,80.0,0,0,C,183,95,C,4,,,0.33574410001165234
6,Cplus3F,16,16,16,11958.974,680,16,1,27,6541.638580718053,7818.973755238432,3959.6385807180545,3859.33517452038,3400.0,660.0,80.0,0,0,B,0,0,,,,,1.0085131999803707
6,C3FDirect,16,16,16,8042.557,394,16,1,29,5958.408724307995,5608.556927815889,3732.408724307995,1876.1482035078948,1970.0,384.0,80.0,0,0,C,165,74,,,,,0.29131559998495504
6,DG2_k1_t0_R,16,16,16,11044.047,568,16,1,27,7270.7696355121225,7562.046954031507,4537.769635512123,3024.2773185193846,2840.0,562.0,80.0,0,0,B,0,0,B,0,508.3736382682878,21385.38184761184,0.5945686000050046
6,DG2_k2_t0_R,16,16,16,10906.748,597,16,1,27,6832.7240641764865,7268.7481850703225,4081.724064176487,3187.024120893837,2985.0,573.0,80.0,0,0,B,0,0,B,0,288.47307916059424,20422.27694531244,0.5061027999909129
6,DG2_k2_t1_R,16,16,16,10906.748,597,16,1,27,6832.7240641764865,7268.7481850703225,4081.724064176487,3187.024120893837,2985.0,573.0,80.0,0,0,B,0,0,B,0,288.47307916059424,20422.27694531244,0.5272089999925811
6,DG2_k3_t0_R,16,16,16,8042.557,394,16,1,29,5958.408724307995,5608.556927815889,3732.408724307995,1876.1482035078948,1970.0,384.0,80.0,0,0,C,165,74,C,1,,,0.2102774000086356
6,DG2_k3_t1_R,16,16,16,10130.071,514,16,1,27,6755.16777769381,6971.0713795463225,4263.16777769381,2707.903601852513,2570.0,509.0,80.0,0,0,B,0,0,B,1,235.5167982314916,20015.301068666482,0.48969440002110787
6,DG2_k5_t0_R,16,16,16,8042.557,394,16,1,29,5958.408724307995,5608.556927815889,3732.408724307995,1876.1482035078948,1970.0,384.0,80.0,0,0,C,165,74,C,6,,,0.2566111999913119
6,DG2_k2_t0_F,16,16,16,12471.996,720,16,1,27,7054.660590626997,8091.995765147376,4232.660590626998,3859.33517452038,3600.0,700.0,80.0,0,0,B,0,0,B,0,403.20336688065873,20157.04592963063,0.927644200011855
6,DG2_k3_t0_F,16,16,16,8042.557,394,16,1,29,5958.408724307995,5608.556927815889,3732.408724307995,1876.1482035078948,1970.0,384.0,80.0,0,0,C,165,74,C,1,,,0.21926119999261573
7,Cplus3F,16,16,16,8789.455,426,16,1,27,5423.5100178449975,6174.455256874949,3428.510017844999,2745.945239029951,2130.0,405.0,80.0,0,0,B,0,0,,,,,0.6771408000204246
7,C3FDirect,16,16,16,8281.441,382,16,1,29,5783.593149442607,5922.440898561755,3684.5931494426054,2237.847749119148,1910.0,369.0,80.0,0,0,C,224,84,,,,,0.3089062999933958
7,DG2_k1_t0_R,16,16,16,9765.073,470,16,1,27,6125.922524688343,6881.073389314871,3850.9225246883443,3030.1508646265274,2350.0,454.0,80.0,0,0,B,0,0,B,0,508.3736382682878,21385.38184761184,0.3723673000058625
7,DG2_k2_t0_R,16,16,16,8281.441,382,16,1,29,5783.593149442607,5922.440898561755,3684.5931494426054,2237.847749119148,1910.0,369.0,80.0,0,0,C,224,84,C,2,,,0.3547248000104446
7,DG2_k2_t1_R,16,16,16,8281.441,382,16,1,29,5783.593149442607,5922.440898561755,3684.5931494426054,2237.847749119148,1910.0,369.0,80.0,0,0,C,224,84,C,2,,,0.35103560000425205
7,DG2_k3_t0_R,16,16,16,8281.441,382,16,1,29,5783.593149442607,5922.440898561755,3684.5931494426054,2237.847749119148,1910.0,369.0,80.0,0,0,C,224,84,C,3,,,0.3379080000158865
7,DG2_k3_t1_R,16,16,16,8281.441,382,16,1,29,5783.593149442607,5922.440898561755,3684.5931494426054,2237.847749119148,1910.0,369.0,80.0,0,0,C,224,84,C,3,,,0.35374039999442175
7,DG2_k5_t0_R,16,16,16,8281.441,382,16,1,29,5783.593149442607,5922.440898561755,3684.5931494426054,2237.847749119148,1910.0,369.0,80.0,0,0,C,224,84,C,8,,,0.26045760000124574
7,DG2_k2_t0_F,16,16,16,8281.441,382,16,1,29,5783.593149442607,5922.440898561755,3684.5931494426054,2237.847749119148,1910.0,369.0,80.0,0,0,C,224,84,C,2,,,0.3322667000174988
7,DG2_k3_t0_F,16,16,16,8281.441,382,16,1,29,5783.593149442607,5922.440898561755,3684.5931494426054,2237.847749119148,1910.0,369.0,80.0,0,0,C,224,84,C,3,,,0.3098595999763347
8,Cplus3F,16,16,16,7832.571,340,16,1,27,5645.649881993082,5725.5706170492085,3717.6498819930825,2007.920735056126,1700.0,327.0,80.0,0,0,B,0,0,,,,,0.43885449998197146
8,C3FDirect,16,16,16,8029.923,369,16,1,29,5208.160315123139,5760.922711375803,3146.1603151231407,2614.762396252662,1845.0,344.0,80.0,0,0,C,142,65,,,,,0.21625570001197048
8,DG2_k1_t0_R,16,16,16,9113.86,424,16,1,27,6085.183906528704,6504.86002669325,3864.1839065287036,2640.6761201645463,2120.0,409.0,80.0,0,0,B,0,0,B,0,508.3736382682878,21385.38184761184,0.38430149998748675
